"SKN","Station.Name","Observer","Network","Island","ELEV.m.","LAT","LON","NCEI.id","NWS.id","NESDIS.id","SCAN.id","SMART_NODE_RF.id","X2022.12.01","X2022.12.02","X2022.12.03","X2022.12.04","X2022.12.05","X2022.12.06","X2022.12.07","X2022.12.08","X2022.12.09","X2022.12.10","X2022.12.11","X2022.12.12","X2022.12.13","X2022.12.14","X2022.12.15","X2022.12.16","X2022.12.17","X2022.12.18","X2022.12.19","X2022.12.20","X2022.12.21","X2022.12.22","X2022.12.23","X2022.12.24","X2022.12.25","X2022.12.26","X2022.12.27","X2022.12.28","X2022.12.29","X2022.12.30","X2022.12.31"
465.1,"Mahinahina","NWS","HydroNet-UaNet","MA",223.1136,20.9552002,-156.6562,NA,"MABH1","190524C8",NA,NA,1.524,NA,0,0,0,0,0.762,2.794,0,0,7.62,18.796,4.064,0,0,3.5560302734375,1.778,43.18,51.054,4.318,0,0,0,0,0,0,0,0,0,4.826,0.254
482.5,"Kahakuloa","Kahakuloa","HydroNet-UaNet","MA",335.28,20.9540997,-156.5342,NA,"KHKH1","781001B6",NA,NA,0.254000000000019,11.4299999999999,0,0,0,0,0,1.01600000000008,0,2.03200000000004,6.09599999999989,3.81000000000006,0.761999999999944,0,0,0.508000000000152,3.55599999999981,58.4200000000001,55.372,0.254000000000019,0,0,0,0,0,0,0,0,0,2.03200000000004,0.254000000000019
489,"Haiku","NWS","HydroNet-UaNet","MA",99.3648,20.9288998,-156.3225,"USC00510822","AIKH1","50A30568",NA,NA,6.60399999999981,1.01600000000008,0,0,0,0,3.81000000000017,8.38199999999983,0,1.26999999999998,7.36599999999976,12.9540000000002,3.04800000000023,0,0,1.01599999999962,0,61.4680000000001,38.354,0.253999999999905,0,0,0,0,0,0,0,0.766405420583757,0,6.34999999999991,3.30200000000013
499.6,"KAHOOLAWE 499.6","COOP","COOP","KO",366,20.55694,-156.575,"USC00512558","KRTH1","15DEF7B8",NA,NA,0,9.90600000000001,3.80999999999995,2.79400000000004,8.88999999999999,28.702,12.954,0,0.508000000000038,0,0,3.30199999999996,2.03200000000004,3.55599999999998,18.034,0.254000000000019,NA,NA,12.446,0.761999999999944,0,3.048,2.54000000000008,15.2399999999999,4.57200000000012,0,0.761999999999944,0,2.03200000000004,0,8.88999999999987
499.9,"KANELOA","RAWS","RAWS","KO",248.412,20.52222222,-156.5658333,"USR0000HKAN","KAOH1","32793370",NA,NA,1.27,1.27,0,0,0,0,0,0,0,0,0,0.762,0,0,0,0.762,0,21.59,12.954,0,0,0,0,0,1.524,0,0,0,0,0,0.254000000000005
524,"MOLOKAI KAUNAKAKAI MOLOKAI AIRPORT","ALOHA AIRLINES","NWS","MO",141,21.15514996,-157.0924625,"USW00022534","PHMK",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1.778,0,0,0,4.06400001049042,0,78.486,4.826,0,0,0,1.016,0,0,0,0,0,0,0,0
536.5,"Kaunakakai Mauka","MOLOKAI GEN HOSP","HydroNet-UaNet","MO",28.3464,21.0946007,-157.0174,NA,"KACH1","50A0F2E2",NA,NA,0,0,1.524,0.254000000000001,0,0,0,0,0,0,0,0,0,0,0,4.31799999999999,0,118.364,26.416,1.01599999999999,0,0,0.50800000000001,0,0.253999999999991,0,0,0,0,0,0
538,"MOLOKAI 1","RAWS","RAWS","MO",833.0184,21.115,-156.9475,"USR0000HMLK","MLKH1","487016AC",NA,NA,0,0.507999999999981,0.253999999999962,0,7.62,0,0.508000000000038,3.81,0,0.253999999999962,0.762,12.192,0.762000000000057,0,0,11.4299999999999,0,93.472,27.94,7.62,0,0.254000000000019,1.524,0,0,0,0,0,0,0,0
541.2,"Puu ALII WEST","Puu ALII WEST","RAWS","MO",1159.764,21.14083333,-156.9022222,NA,"PAFH1","32D6062E",NA,NA,5.07999999999993,2.53999999999996,2.53999999999996,2.53999999999996,2.53999999999996,0,2.53999999999996,7.61999999999989,0,2.54000000000042,7.61999999999989,33.02,7.61999999999989,0,0,10.1600000000003,0,53.3399999999997,22.8600000000001,5.07999999999993,0,0,0,0,0,0,0,2.53999999999996,0,5.07999999999993,2.53999999999996
542.11,"Kamalo","NWS","HydroNet-UaNet","MO",8.8392,21.052,-156.871,"USC00513045","KMLH1",NA,NA,NA,0.254,0.508,0.761993408203125,0.508,0.254,0,0,2.794,0,0.762,4.064,16.51,5.08,0.508,1.016,6.35000610351562,0.508,60.706,32.258,2.032,0.254,0.254,1.524,0.254,2.032,0.508,0.254,1.016,0.254,1.27,0.508
553,"MAKAPULAPAI","RAWS","RAWS","MO",22.86,21.20333333,-156.9661111,"USR0000HMAK","MKPH1","FA9024CE",NA,NA,2.79399999999998,5.334,0.507999999999981,0,0,0,0.508000000000038,0.761999999999944,0,0,0.762000000000057,2.53999999999996,2.54000000000002,0,0,5.334,0,112.522,23.114,0.254000000000019,0,0,0,0,0,0,0,0,0,0.762,0.253999999999962
656,"LANAI AIRPORT 656","HAWN AIRLINES","NWS","LA",396.2,20.7882389,-156.946639,"USC00515275","PHNY",NA,NA,NA,0,0,10.9219994544983,0,0,0,0,0,0,0,0,0,0,0,0,4.82600021362305,0,21.59,8.636,1.016,0,0,0,0,0,0,0,0,0,0,0
672.1,"Lanai City","NWS","HydroNet-UaNet","LA",498.0432,20.8262997,-156.9182,"USC00515286","LANH1",NA,NA,NA,1.27,0.508,1.52398681640625,0.508,12.954,0,0,0,0,0,0,0,0,0,0,7.8740234375,0.254,52.832,27.94,0.254,0,0.254,0,0,0,0,0.254,0,0,0,0.762
679,"LANAI 1","RAWS","RAWS","LA",387.096,20.87333333,-157.0063889,"USR0000HLAN","LNIH1","48702336",NA,NA,0,0.507999999999981,0,9.14399999999995,1.77800000000002,0,0,0.254000000000019,0,0,0,0,0,0,0,6.60399999999998,0,41.402,14.478,0,0,0,0,0,0,0,0,0,0,0,0
702.7,"Kapolei-Kalaeloa AP","NWS","NWS","OA",15,21.31667,-158.06667,"USW00022551","PHJR",NA,NA,NA,0,0.254,NA,5.334,0,0,0,0,0,0,0,0,0,0,11.176,4.06400012969971,0,29.972,5.588,0.508,0,0,0,0,0,0,0,0,0,0,0
702.8,"PTWC","NWS","HydroNet-UaNet","OA",1.524,21.3150005,-157.9992,NA,"PTWH1",NA,NA,NA,0,0.508,0.394247969935032,2.032,0.254,0,0,0,0,0,0.254,0,0,0,17.8649975396647,8.54897279649509,0,41.91,7.366,4.826,0.254,0,0,0,0,0.254,0,0.254,0.254,0,0
703,"HONOLULU INTERNATIONAL AIRPORT","USWB","NWS","OA",2.1,21.324,-157.9294,"USW00022521","PHNL",NA,NA,NA,0,0.508,0.254000008106232,2.032,0,0,0,0,0,0,0,0,0,0,3.556,4.57199966907501,0,25.908,1.524,2.032,0,0.254,0,0,0,0,0,0,0,0,0
721.4,"Palolo Fire Stn","NWS","HydroNet-UaNet","OA",59.436,21.2996006,-157.7944,"USC00517662","PFSH1","19014414",NA,NA,0.253999999999905,6.34999999999991,4.31800000000067,4.57199999999921,0.25400000000036,0,0.253999999999905,0.253999999999905,0,0,2.54000000000042,8.38199999999961,3.04800000000023,0.253999999999905,2.79400000000032,6.34999999999991,0,NA,7.36599999999953,0.508000000000266,0,0,0,0,0.508000000000266,0,0,0,0,0,0
721.5,"Honolulu HI US AU956-KH6CTR ","unknown","APRSWXNET","OA",111.96,21.298,-157.792,NA,"AU956",NA,NA,NA,0,6.0959997177124,1.27000045776367,5.33399999141693,0,NA,0,0,0,0,1.01600003242493,NA,1.77799999713898,0,6.0959997177124,6.09600019454956,0,NA,1.2699990272522,0.507999897003174,0,0,0,0,4.06400012969971,0,NA,0,0,0,0
723.8,"Niu Valley","NWS","HydroNet-UaNet","OA",19.812,21.2896996,-157.7332,"USC00516865","NIUH1","1900D38C",NA,NA,1.27000000000021,6.096,0,5.33399999999983,0.254000000000133,0,0,0,0,0,3.302,5.588,1.524,0,2.032,6.096,0,43.688,5.334,1.01600000000001,0,0,0,0,0.507999999999996,0,0,0,0,0,0
724.21,"Kamehame","NWS","HydroNet-UaNet","OA",242.316,21.3085995,-157.6791,NA,"KMHH1","190046EE",NA,NA,3.556,2.794,0,4.07425026209459,0,1.778,0,0,0,0,1.27,0.507999999999999,0.762,0,0.254000000000001,4.064,0,36.83,2.286,0.254000000000005,0,0,0,0,1.524,0,0,0,0,0,0
724.22,"Hawaii Kai Golf Course","NWS","HydroNet-UaNet","OA",8.8392,21.2991009,-157.6644,NA,"HAJH1",NA,NA,NA,NA,4.064,NA,NA,0,0.508,0,0,0,0,0.762,1.524,0,0,NA,1.77798461914062,0,41.656,1.778,0,0,0,0,2.032,1.27,0,0,0,0,0,0
728.2,"PALEHUA","RAWS","RAWS","OA",722.376,21.385,-158.1041667,NA,"PLHH1","4870F55E",NA,NA,0,0.761999999999944,0.507999999999981,18.542,0.254000000000019,0,0,0.253999999999962,0.254000000000019,0,1.01599999999996,1.01600000000008,0.761999999999944,0,31.242,8.38200000000006,0.508000000000038,40.386,16.256,7.36599999999999,0,0.254000000000019,0,1.01600000000008,0.507999999999925,0,0.254000000000019,0,0,0,0
740.5,"Kunia","NWS","HydroNet-UaNet","OA",85.0392,21.3869991,-158.0358,NA,"KUNH1",NA,NA,NA,0,0.508,0.602697322558651,1.524,0,0,0,0,0,0,0,0.254,0,0,9.97918655575976,6.33878670870441,0.0964841493573429,58.928,19.812,12.954,0,0,0,0,0,0,0,0,0,0,0
742.4,"HONOULIULI PHB","FWS","RAWS","OA",1.524,21.35666667,-158.0205556,NA,"HOFH1","327BF39A",NA,NA,0,0,0.94469039733038,3.556,0,0,0,0,0,0,0,0,0,0,18.034,7.366,0,59.436,12.192,4.82599999999996,0,0,0,0,0,0,0,0,0,0,0
752.6,"WAIAWA PHB","FWS","RAWS","OA",1.524,21.38694444,-157.9811111,NA,"WWFH1","3274C092",NA,NA,0,2.28600000000006,1.01599999999996,1.08626599760012,0,0,0,0,0,0,1.01599999999996,0.481432656607968,0,0,13.4620000000001,7.87399999999991,0,49.2760000000001,9.90599999999995,1.01599999999996,0,0,0,0,0,0,0,0,0,0,0
772.3,"MoanaluaRGNo.1atalt1000","USGS","USGS","OA",304.8,21.39338889,-157.8401111,NA,"MOGH1","1689664A",NA,NA,7.874,11.43,5.4637069058148,12.7,0.762,17.78,5.842,4.826,1.27,2.032,9.144,12.7,3.302,0.212820512437921,11.684,8.10770434503532,0,33.782,8.636,5.08,0,0,0.254,0,0,0.254,0,1.016,0,0,0.508
772.5,"Moanalua Stream","USGS","HydroNet-UaNet","OA",72.2376,21.3736,-157.8801,"USC00516400","MOAH1","1900B66A",NA,NA,0.253999999999905,5.07999999999993,11.9380000000001,6.35000000000014,19.5579999999998,5.33400000000006,5.08000000000015,2.28599999999983,0.253999999999905,0.508000000000038,5.8420000000001,5.8420000000001,2.53999999999996,0,13.7159999999999,7.61999999999989,0,39.6240000000003,4.57199999999989,2.53999999999996,0,0,0,0,0,0,0,0.254000000000133,0,0,0.254
781.12,"Luluku","NWS","HydroNet-UaNet","OA",84.1248,21.3875008,-157.8099,NA,"LULH1",NA,NA,NA,0.762,8.89,2.031982421875,12.7,2.794,2.54,2.54,1.524,1.27,0.762,3.81,6.858,0.762,1.016,15.24,NA,3.81,31.242,5.588,4.318,0,0,0,0,0,0,0,0.508,0,0,0.254
781.21,"Kaneohe HI US G0987-GW0987 ","unknown","APRSWXNET","OA",0,21.408,-157.794,NA,"G0987",NA,NA,NA,1.77799999713898,5.33399963378906,0.254000008106232,5.333999812603,16.0020008087158,3.80999982357025,0.507999956607819,0.76199996471405,0.254000008106232,0,1.01600003242493,6.09599965810776,0.253999710083008,0,2.28600001335144,4.82599997520447,0.507999897003174,27.9399999380112,NA,0,0,0,0,0,0,0,NA,0,NA,NA,NA
781.31,"Kaneohe HI US D9459-DW9459 ","unknown","APRSWXNET","OA",50,21.4,-157.806,NA,"D9459",NA,NA,NA,0.508000016212463,10.6679992675781,1.778000831604,12.699999332428,9.90599918365478,2.5400003194809,1.52399981021881,1.52399981021881,1.01600003242493,0.76199996471405,2.53999996185303,7.87400031089783,0.254000663757324,0,2.79399991035461,12.4460000991821,2.28599989414215,42.925999879837,NA,4.57200002670288,0,NA,0,0,0,0,NA,0.76199996471405,0.254000067710876,0,0
782.3,"Nuuanu Upper","NWS","HydroNet-UaNet","OA",248.412,21.3502007,-157.8184,"USC00516938","NUUH1","156097FE",NA,NA,3.80999999999995,15.748,10.6907714530696,29.7180000000001,10.4139999999998,4.82600000000002,2.7940000000001,5.33400000000006,1.52400000000011,1.26999999999998,7.11200000000008,7.87400000000002,6.34999999999991,0.507999999999811,8.88999999999987,6.8580000000004,0,40.6130610983641,10.414,5.8420000000001,0,0,0,0,0.253999999999678,0.254000000000133,0,1.52400000000011,0,0,0.253999999999678
785.11,"WAIHI STREAM NEAR HONOLULU 3NE","USGS","USGS","OA",108,21.3283,-157.801,NA,"WISH1","16EA459A",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785.4,"Manoa Lyon Arbo","NWS","HydroNet-UaNet","OA",151.7904,21.3330002,-157.8024,"USC00516128","MNLH1",NA,NA,NA,4.064,9.144,NA,9.906,1.524,0.254,1.016,5.334,1.27,0.762,8.382,9.652,4.318,0,0,8.92877282072808,0,12.954,7.366,2.032,0.254,0,0,0,0.508,0,0,0,0,0,0
787.2,"Maunawili","NWS","HydroNet-UaNet","OA",127.1016,21.3509998,-157.7668,NA,"MAUH1","19007374",NA,NA,1.77800000000002,8.38200000000006,10.414,15.4939999999999,0.254000000000133,9.90599999999995,0.253999999999905,1.77800000000002,0.254000000000133,1.26999999999998,5.84199999999987,7.87400000000002,1.52400000000011,0,4.31799999999998,7.61999999999989,0,43.1800000000001,9.65200000000004,8.12800000000016,0,0,0,0.253999999999678,1.0160000000003,0,0,0.253999999999678,0,0,0.254000000000133
788.2,"St Stephens Seminary","NWS","HydroNet-UaNet","OA",142.9512,21.3666992,-157.7786,NA,"STVH1","19005598",NA,NA,0.761999999999944,7.36599999999999,4.06400000000008,8.12799999999993,9.65200000000004,3.80999999999995,0.761999999999944,2.03200000000015,0.761999999999944,1.01600000000008,5.07999999999993,4.06399999999985,0.762000000000171,0,4.82599999999979,13.7160000000001,0,45.72,8.63599999999997,4.31799999999998,0,0,0,0.762000000000171,1.26999999999975,0.254000000000133,0,0.761999999999944,0,0,0
790.11,"Olomana Fire Stn","NWS","HydroNet-UaNet","OA",45.1104,21.3777008,-157.7507,"USC00517052","OFSH1","19011468",NA,NA,0.507999999999981,10.414,0.507999999999981,1.27000000000004,0,1.52399999999994,0.254000000000076,0.507999999999981,0,0,3.55599999999998,2.79399999999998,0,0,2.03200000000004,8.88999999999999,0.254000000000019,39.878,6.60399999999998,2.03200000000004,0,0,0,0,0,0,0,0,0,0,1.52399999999994
793.2,"BELLOWS AFS AT WAIMANALO","NWS","STATE","OA",6.66,21.3667,-157.717,NA,"BELH1","B14036D2",NA,NA,2.79399999999998,4.82600000000002,0.761999999999944,0,0.508000000000038,0,0,0,0,0,0,1.26999999999998,0,0,0.508000000000038,4.572,0,36.83,3.80999999999995,0,0,0,0,0,0,0,0,0,0.507999999999925,0,0
795.3,"Waimanalo Nonokio","NWS","HydroNet-UaNet","OA",20.1168,21.3356991,-157.7116,NA,"WMLH1","224185AC",NA,NA,1.77800000000002,5.33399999999995,0.762,0,0,0,0.254000000000076,0,0,0,1.26999999999992,4.06400000000002,0.254000000000019,0,0.507999999999981,3.048,0,42.4179999999999,7.11200000000008,1.01599999999996,0,0,0,0,1.26999999999998,0,0,0,0,0,0
801.1,"Waianae Kawiwi","MT VIEW DAIRY","HydroNet-UaNet","OA",19.812,21.4566994,-158.18,NA,"WAIH1",NA,NA,NA,0,0.508,NA,0,0,0,1.27,0,0,0,0,0,0,0,22.352,3.302001953125,0,26.416,26.416,1.27,0,0,0,0,0,0,0,0,0,0,0
801.2,"WAIANAE BOAT HARBOR","NWS","STATE","OA",4.25,21.4503,-158.184,NA,"WBHH1","15D13434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,20.8280000000086,3.5559999999823,0,25.9079999999958,19.0500000000175,1.26999999998952,0,0,0,0,0,0,0,0,0,0,0
803.2,"WAIANAE VALLEY","RAWS","RAWS","OA",291.6936,21.48055556,-158.1552778,"USR0000HWVA","WNVH1","487005DA",NA,NA,0.253999999999905,0.762000000000057,8.88999999999999,13.97,0,0,0.507999999999925,1.01600000000008,0,0,2.03199999999993,0.762000000000057,0.254000000000019,0,24.638,6.85799999999995,0,45.212,37.0839999999999,5.33400000000006,0.508000000000038,0,0,0,0,0,0,0,0,0,0
804,"Lualualei","US VY","HydroNet-UaNet","OA",35.9664,21.4211006,-158.1352,"USC00515647","LUAH1","8170406C",NA,NA,2.28600000000006,0.484362239999399,0.322908159999611,11.7861478399862,0,0,0.76199999999983,2.79399999999998,0,0,7.62000000000012,18.796,4.06399999999985,0,19.8588518399768,3.55600000000004,1.77800000000002,43.1800000000001,10.3330611199879,5.33400000000006,0,0,0,0,0,0,0,0,0,4.82600000000002,0.253999999999905
810.1,"WHEELER ARMY AIR FIELD 810.1","COOP","NWS","OA",255,21.48722,-158.02806,"USW00022508","WAFH1","B14101B2",NA,NA,0,6.85800000000017,4.06399999999985,0,0,0,1.27000000000044,2.0319999999997,0,0,1.52399999999989,1.27000000000044,1.01599999999962,0,5.58800000000019,8.63599999999997,3.55599999999959,47.752,25.9079999999999,0.253999999999905,0,0,0,0,0,0,0,0.50800000000072,0,0,0
820.6,"Mililani","NWS","HydroNet-UaNet","OA",226.7712,21.4638004,-157.9991,"USC00516261","MITH1",NA,NA,NA,0,4.064,5.83659250561634,0,0,0,0.254,1.27,0,0,1.016,0.508,0,0,0,7.2093558075603,1.05152580552157,25.654,9.144,0.508,0,0,0,0,0,0,0,0,0.254,0,0
824.2,"Waipio","NWS","HydroNet-UaNet","OA",124.968,21.4199009,-158.0058,NA,"PECH1",NA,NA,NA,0,4.064,0.949188766054843,1.778,0,0,0.254,0,0,0,0.762,1.016,0.254,0,0,7.13371356822679,0.121333258143145,54.356,12.192,2.032,0,0,0,0,0,0,0,0,0,0,0
828,"SCHOFIELD EAST","RAWS","RAWS","OA",381,21.49944444,-157.9933333,"USR0000HSCH","SCEH1","325AB384",NA,NA,0.253999999999905,11.9380000000001,8.89000000000033,0,0.253999999999905,1.77800000000025,3.04799999999977,3.04799999999977,0.761999999999716,1.77800000000025,5.84200000000055,5.58799999999974,3.55600000000049,0,6.34999999999945,7.36599999999999,5.33399999999983,44.1959999999999,26.1620000000003,1.27000000000044,0,0,0.253999999998996,0,0,0.253999999999905,0,0,0.254000000000815,0,0
834.13,"Waiawa CF","NWS","HydroNet-UaNet","OA",235.6104,21.4440994,-157.9669,"USC00519257","WAWH1",NA,NA,NA,0,17.526,9.63020517036404,1.524,0.508,1.524,3.302,1.27,0,0.254,9.652,5.08,1.524,0,0,8.58361776710658,1.50300612558015,61.722,24.892,0.762,0,0.254,0,0,0,0.508,0,0.762,0.254,0,0
834.14,"Pearl City HI US F9678-FW9678 ","unknown","APRSWXNET","OA",182.69,21.423,-157.952,NA,"F9678",NA,NA,NA,0,7.11199998855591,9.90599918365478,0.254000008106232,0,0.76199996471405,3.30199980735779,1.26999998092651,0,0.508000016212463,5.07999992370605,2.79399991035461,0.76199996471405,0,19.3039989471436,5.58799970149994,0,40.8940010070801,8.63599967956543,0.254000008106232,0,0,0,0,0,0,NA,0,0,0,0
835.2,"Palisades","NWS","HydroNet-UaNet","OA",261.8232,21.4298,-157.9452,NA,"PACH1",NA,NA,NA,0,11.176,9.44386491622308,0.762,0.254,1.778,3.048,2.032,0,0.254,5.588,3.048,1.016,0,0,6.27388209584655,1.47392361503532,47.6889419209935,9.906,0.508,0,0,0,0,0,0,0,0,0.254,0,0
837.12,"WAIAHOLE STREAM NEAR KAHALUU 2N","USGS","USGS","OA",4,21.48194,-157.8458,NA,"WHSH1","162B784C",NA,NA,0.507999999999981,12.192,0.253999999999991,4.57199999999997,0.762000000000029,0,0.50800000000001,1.01599999999996,1.52400000000003,0.507999999999981,7.11200000000002,5.33399999999997,1.27000000000001,0,3.30199999999999,5.08000000000001,11.938,29.21,10.668,1.27000000000004,0,0,0,0,0,0,0,0,0,0,0
837.8,"Heeia NERR","NWS","unknown","OA",6.396949,21.43139,-157.81528,NA,"HRRH1","3B052656",NA,NA,NA,NA,NA,1.524,5.588,0.762,0.254,0.254,0,0,1.778,1.016,0.762,0,0.508,NA,0,29.21,0.508,1.524,0,0,0,0,0,0,0,0,0,0.254,0.254
839.15,"Ahuimanu Loop ","NWS","HydroNet-UaNet","OA",74.0664,21.4319992,-157.8373,NA,"AHUH1","15CE7632",NA,NA,5.58800000000019,15.7479999999998,0.762000000000171,4.31799999999998,6.85799999999995,1.77800000000002,1.01599999999985,1.01600000000008,0,0,3.81000000000017,2.03199999999993,1.52399999999989,0,4.57199999999989,21.3360000000002,0.508000000000038,NA,8.63600000000019,5.07999999999993,0,0,0,0,1.01600000000008,0,0,0.253999999999905,0,0.761999999999944,2.03200000000008
839.8,"Waihee Pump","USGS","HydroNet-UaNet","OA",64.3128,21.4463997,-157.8584,"USC00519286","WPPH1","195042AC",NA,NA,1.77800000000002,17.018,0.761999999999944,6.85799999999995,12.7,2.28600000000006,3.04799999999977,2.03200000000015,0,0.761999999999944,4.82600000000002,11.1759999999999,2.54000000000019,0,5.07999999999993,5.58799999999997,0.254000000000133,43.9419999999998,9.14400000000001,3.81000000000017,0,0,0,0,0,0,0.253999999999905,0.508000000000038,0,0.254000000000133,1.52399999999989
841.2,"KUAOKALA","S&PF","RAWS","OA",267.0048,21.57027778,-158.26,NA,"KKRH1","48710720",NA,NA,0,0.254000000000019,1.52399999999994,0.508000000000038,0,11.4299999999999,0,0.254000000000019,0,0,0.762,1.26999999999998,0,0,11.176,5.08000000000004,0,26.416,22.86,0.761999999999944,0.508000000000038,0,0,0,0,0,0,0,0,0,0
842.1,"MakahaRainGage","USGS","USGS","OA",286.097472,21.50158333,-158.1801667,NA,"MKHH1","DD1423F8",NA,NA,1.778,2.032,1.524,8.63600000000001,0.507999999999996,0.254000000000005,0.253999999999998,2.28599999999999,0,0,0.762,0.762,0,0,22.098,3.55599999999998,0,40.894,51.562,2.286,0,0,0.507999999999981,0,0,0,0,0,0,0,0
842.8,"MAKUA RANGE","RAWS","RAWS","OA",6.096,21.52861111,-158.2261111,"USR0000HMAR","MKRH1","3266B468",NA,NA,0.253999999999991,0,NA,0,0,7.11200000000002,0,0,0,0,0.253999999999991,0.761999999999972,0.254000000000019,0,13.97,2.53999999999999,0,33.274,NA,0.254000000000019,0,0,0,0,0,0,NA,NA,0,0,0
842.9,"MAKUA RIDGE","RAWS","RAWS","OA",533.4,21.54277778,-158.1988889,"USR0000HMRG","MKGH1","3266C2F8",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843.7,"DILLIINGHAM","RAWS","RAWS","OA",31.0896,21.57194444,-158.1986111,NA,"DLGH1","3278D278",NA,NA,1.52400000000002,2.53999999999998,2.79400000000001,2.03200000000001,0.761999999999972,0.762,0,0.254000000000019,0,0,0.253999999999991,0.254000000000019,0,0,10.414,11.43,0,31.75,NA,3.048,0.253999999999991,0,0,0,0,0,0,0,0,0,0
855.3,"Poamoho Exp Farm","NWS","HydroNet-UaNet","OA",220.0656,21.5382004,-158.0893,NA,"POAH1",NA,NA,NA,1.524,10.668,0.868970477782564,0,0,1.778,1.524,2.794,0,0,0.254,0.508,0.254,0,2.64829097990878,4.22071374922962,0,51.308,20.3303621817653,3.81,0,0,0,0,0,0,0,0,0,0,0
858,"SCHOFIELD BARRACKS","RAWS","RAWS","OA",298.704,21.495,-158.0819444,"USR0000HSCO","SCBH1","3266A71E",NA,NA,0.254000000000005,5.842,1.77799999999999,0.762000000000008,0,18.542,0,1.77799999999999,0.507999999999996,0,0,0.762000000000015,0.253999999999991,0,8.12800000000001,8.636,0,52.324,38.862,2.79400000000001,0,0.253999999999991,0,0,0,0,0,0,0,0,0
884.4,"PunaluuRainGageatalt","USGS","USGS","OA",73.152,21.55644444,-157.899,NA,"PNSH1","DD989652",NA,NA,1.52399999999943,15.7480000000005,7.8739999999998,8.38200000000052,25.6539999999995,0.507999999999811,3.55599999999959,3.04800000000068,0.761999999999716,0.253999999999905,10.4139999999998,5.84200000000055,4.3179999999993,0.254000000000815,3.55599999999959,6.09600000000046,1.01599999999962,27.9399999999996,33.5280000000002,1.77800000000025,0,0,0,0,0,0,0.507999999999811,3.04799999999977,0.254000000000815,0.761999999999716,2.03200000000015
885.7,"OAHU FOREST NWR","RAWS","RAWS","OA",698.9,21.47747,-157.9369,NA,"OFRH1","8379F6FA",NA,NA,0,9.90599999999995,18.288,2.53999999999996,0.253999999999905,1.0160000000003,2.28599999999983,2.03199999999993,1.01600000000008,0.508000000000038,7.11200000000008,4.57199999999989,6.657568079315,0,8.38200000000006,11.684,0,35.0519999999999,12.4460000000001,0.507999999999811,0,0,0,0,0.254000000000133,0,0,0.507999999999811,0,0,0
886.1,"Waikane - Hakipuu Mauka","KUALOA RANCH","HydroNet-UaNet","OA",14,21.5084922,-157.8555853,NA,"HAKH1","16C69380",NA,NA,2.286,11.176,2.794,10.16,3.55600000000001,0.761999999999986,1.27,1.524,0.507999999999996,0.50800000000001,5.334,8.636,0.254000000000005,0,3.80999999999999,6.604,5.08,36.068,22.098,0.50800000000001,0,0,0,0,0,0,0.253999999999991,0,0,0.253999999999991,0
886.4,"KahanaRainGageatalt","USGS","USGS","OA",28.956,21.54041667,-157.8825556,NA,"KNRH1","17B972EE",NA,NA,4.572,12.954,4.82600000000005,11.176,20.066,1.01600000000002,3.55599999999998,5.07999999999998,0,2.286,10.922,6.858,3.55599999999998,0,4.06400000000002,7.11199999999997,3.81,36.83,27.432,0.507999999999981,0,0.253999999999962,0,0,0,0,0,1.778,0.254,0.254,0.508
886.8,"Hakipuu Mauka","RILEY W","HydroNet-UaNet","OA",8.5344,21.5067005,-157.8547,"USC00510920","PTRH1","16C69380",NA,NA,2.286,11.176,2.794,10.16,3.55600000000001,0.761999999999986,1.27,1.524,0.507999999999996,0.50800000000001,5.334,8.636,0.254000000000005,0,3.80999999999999,6.604,5.08,36.068,22.098,0.50800000000001,0,0,0,0,0,0,0.253999999999991,0,0,0.253999999999991,0
897.11,"KamananuiRainGageatalt","USGS","USGS","OA",219.456,21.62238889,-158.0143056,NA,"KMRH1","DD34C1E4",NA,NA,0.508,4.318,11.0641274234405,1.016,10.922,3.556,3.81,1.524,0,2.54,8.382,6.858,2.794,0.183515043282154,5.842,4.92860674021597,0.254,47.244,68.834,1.778,0,0,0,0,0,0,0.254,0,0,0,0
897.9,"PupukeaRdRainGageatalt","USGS","USGS","OA",353.568,21.59902778,-158.0169167,NA,"PPRH1","1713D512",NA,NA,1.016,8.382,8.37282377217869,0,4.826,0.762,4.826,3.81,0.254,1.27,5.334,4.826,3.302,0.0550249064703571,7.366,6.97463761441179,0.254,42.672,69.85,1.778,0,0,0,0,0,0,0,0.254,0,0,0
903.4,"Laie HI US C5306-CW5306 ","unknown","APRSWXNET","OA",3.96,21.65,-157.929,NA,"C5306",NA,NA,NA,0,1.5239999294281,0.508000135421752,0,9.90599918365478,0,1.77799999713898,1.26999986171722,0,1.5239999294281,6.8580002784729,6.0959997177124,0.507999897003174,0.508000016212463,5.07999992370605,6.60399961471558,0.254000067710876,38.6079978942871,NA,3.55599999427795,0,NA,0.254000008106232,0,0.254000008106232,0,NA,2.79399991035461,0.253999948501587,0,0
